1	-1	1	-1	3	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	1	-3	-1	1	3	-3	-3	5	-3	-1	1	1	1	-1	-1	-1	-1	1	3	-1	-1	-1	1	-1	5	-1	-1	-3	1	1	3	-5	-5	5	-7	7	3	-3	3	5	-5	-1	-1	1	1	-1	-1
-1	-1	-1	3	-1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	-1	1	3	-5	-1	5	-3	-1	1	-1	1	-1	-3	3	3	-1	-1	-1	-1	-3	3	1	3	1	-3	-1	1	1	-1	1	-3	-1	-1	-3	7	-1	1	5	-1	-5	1	-1	1	-1	1	1
1	1	1	-1	-1	-1	1	1	-3	1	1	1	-1	-1	3	1	-1	1	-1	1	-5	1	3	-5	1	3	-1	-1	-5	1	5	-3	1	1	-1	-5	1	7	1	3	-3	-5	1	3	-1	1	5	-9	-9	11	1	-7	9	-1	-1	5	-5	1	-1	1	-1	1	-1	-1
-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	3	1	-5	5	-5	1	3	-3	1	1	-1	-1	-1	-1	-3	7	-3	-7	1	-5	3	11	5	-1	-3	-1	1	1	-1	3	-5	-13	-3	15	13	-19	7	3	-5	7	-1	-3	1	-1	-1	1	-1	1	1
1	-1	1	1	-1	-1	1	-1	3	-3	1	-1	1	3	-5	-1	5	-3	1	-1	3	-3	1	1	1	-3	-1	-1	1	3	-7	1	5	-5	3	11	-1	-7	-1	-3	1	3	3	-5	-9	-5	5	17	11	-29	-1	15	-3	1	3	-3	-1	-1	1	1	-1	1	-1	-1
1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-5	-1	9	-1	-5	5	-3	-1	1	1	-3	-1	-1	-1	1	5	-3	3	-3	5	11	-3	-9	-5	1	1	3	-3	-9	-5	7	13	11	-3	-27	3	15	-5	-1	5	1	-3	1	-1	-1	-1	1	-1	1	-1
-1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	3	-9	5	5	-1	-3	-1	3	-1	-1	-5	3	1	3	1	-5	1	1	3	5	1	-7	-3	1	-1	3	-1	-3	-9	11	5	1	-3	-19	7	13	-3	1	-1	3	-1	-1	-1	-1	1	1	-1	1	-1	1
1	1	-3	1	1	1	1	-1	-1	1	-1	1	-1	1	3	-9	1	11	-9	1	3	-1	-1	-5	3	3	-1	1	1	-3	-1	-1	5	3	-5	-3	1	1	1	1	-1	5	1	-9	1	1	-15	9	11	-3	-1	-1	3	1	-5	3	-3	3	-1	1	-1	-1	1	-1
-1	-1	1	1	-3	1	1	1	-1	-1	1	-1	1	-1	1	1	-1	-3	-1	5	-1	-1	-5	3	1	-1	5	-1	1	-5	3	7	-1	-3	-5	-1	3	1	1	-1	-1	3	3	-9	-1	1	1	3	-1	-1	1	-1	5	-1	-3	-3	3	-1	1	-1	1	1	-1	1
1	1	-1	-1	1	1	-3	1	3	-1	-1	1	-1	1	1	-1	-5	-1	5	3	-3	-7	5	3	1	-3	-1	3	-3	5	7	1	-9	-3	1	-1	-1	3	1	-1	1	-1	3	-1	-7	3	3	-1	-1	1	-3	3	1	1	-1	-3	-1	1	1	1	-1	-1	1	-1
-1	-1	1	1	-1	1	1	-3	1	1	-1	-1	1	1	-3	5	-7	1	9	-5	-7	5	1	1	-1	1	-1	-3	1	9	-1	-7	3	-3	-1	3	1	-1	-1	-1	1	-1	5	1	-7	1	3	-3	1	-1	1	3	1	-5	3	-1	1	-3	-1	-1	1	1	1	1
-1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	3	-7	-3	11	-11	5	3	-1	-1	1	-1	3	-3	3	5	-7	1	3	-9	-1	5	3	-3	-1	1	-1	3	-1	-1	1	-1	3	-1	-1	-1	1	3	-1	-1	-3	3	1	1	-1	-1	-1	-1	-1	1
1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	3	-1	-1	-7	3	5	-1	-1	-1	1	1	-3	3	9	-5	-1	-7	-7	7	-3	-3	1	7	1	1	1	-15	-3	15	3	-3	3	-3	1	-1	3	-1	-1	-1	1	-1	-1	1	1	1	1	1	-3	-1
-1	1	-1	-1	1	-1	1	-1	1	1	-1	1	-3	7	1	-5	3	-7	-3	9	-1	-3	1	-1	3	-3	-3	13	-5	-1	-7	-11	5	3	7	-1	-1	-3	5	3	-17	1	9	3	1	-1	1	1	-1	-1	3	1	-3	1	-1	-1	1	-1	1	-1	1	-1	1	-1
1	-1	1	-1	3	-1	-1	1	-1	1	-1	-1	-1	3	7	-13	-7	11	3	-3	1	-3	3	1	-3	1	7	-1	-1	-7	-9	11	1	7	11	-15	-5	1	3	-7	-5	19	-1	-13	5	1	-1	1	-1	1	1	1	-3	-1	-1	3	-1	1	-1	-1	-1	-1	-1	5
1	1	-1	-1	-1	3	-1	-1	1	-1	3	-3	5	-3	-11	1	13	-1	-5	3	3	-1	-5	1	-1	1	7	-1	-9	-9	19	5	-3	-5	-7	11	-5	-3	3	-3	11	-7	-7	7	-3	-1	3	-3	-1	3	1	-3	1	-1	1	-1	1	-1	-1	1	-1	3	7	-1
-1	-1	-1	1	1	-1	1	1	-1	1	-3	7	3	-15	-7	15	5	-9	3	1	-1	1	-1	1	-1	5	5	-11	-13	15	3	-1	3	-5	-5	5	1	-3	-3	9	1	-9	3	3	-3	-1	1	1	-1	3	1	-3	-1	-1	1	-1	-1	1	-1	-1	7	5	-5	-3
-1	-1	1	1	-1	1	-1	1	-1	-1	5	-3	-7	3	7	3	-11	3	1	1	-5	5	1	-5	5	7	-7	-17	15	3	-3	3	1	1	-1	-5	3	-1	-3	3	-1	3	1	-3	-1	-1	1	-1	-1	3	1	-3	1	1	-1	1	-1	-1	-1	9	1	-7	-3	1
-1	-1	1	-1	1	-1	1	-1	1	1	-1	-3	-1	5	1	-3	-1	1	-1	-3	-1	11	-1	-5	5	7	-23	5	13	-7	-1	-1	3	1	-3	3	-1	-1	1	-1	1	1	-1	-1	1	-1	1	3	-1	1	-3	1	-1	-1	1	-1	1	-1	5	1	-7	1	3	1
-1	-1	-1	3	-1	-1	1	-1	1	1	-1	-1	3	-1	-1	1	-1	1	-1	1	5	-5	-3	3	9	-15	-7	15	-5	3	-1	-1	-3	3	1	-3	1	1	-1	3	1	-3	1	-3	5	-3	1	1	-1	3	-3	-1	1	1	-1	-1	-1	1	7	-5	-1	1	1	-3
1	1	-1	-3	3	1	-1	1	-1	1	-3	-1	3	-1	1	-1	3	-3	1	1	1	-9	1	15	-7	-17	15	3	-3	-1	1	-1	1	-3	1	1	1	1	-3	1	1	1	-3	1	1	-3	3	1	1	1	-3	1	-3	1	1	1	-1	5	-3	-3	3	-1	-1	1
-1	-1	3	1	-3	-1	1	1	-1	-3	1	3	-3	3	-1	-1	3	-1	1	-3	-3	-1	11	9	-23	3	9	-3	-1	-1	-1	3	-3	1	1	1	-3	-1	-1	-1	3	1	-3	3	3	-3	-1	3	1	-1	-1	-1	1	1	-1	-1	1	3	-3	1	-1	-1	1	-1
1	1	-1	3	-1	-3	1	-1	1	-1	3	-3	1	-1	1	-1	3	1	1	-5	1	11	-3	-19	1	11	-1	1	-1	1	-1	-1	1	1	-1	3	-1	5	1	-7	-1	-3	-1	7	-3	1	-3	5	1	-5	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	1
-1	-1	1	1	-1	1	-1	1	-3	3	-1	1	1	-5	1	-1	-1	11	-11	3	11	-3	-11	-5	9	3	-3	-1	1	-1	1	-1	1	-1	1	-1	5	3	1	-9	-1	-1	1	3	-1	1	-3	3	1	-3	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1
-1	-1	1	-1	1	-1	1	-1	3	1	-3	-1	-3	5	3	-1	-5	-3	7	13	-11	-11	3	1	5	-3	1	-1	1	1	-1	1	-1	-5	-1	3	-1	-3	-5	5	5	-1	5	-3	1	-1	-1	3	1	-1	-3	1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1
-1	1	-1	1	-1	1	-1	1	1	-3	1	-1	1	1	1	-1	1	-3	7	-5	-3	-1	-1	5	-1	1	-1	-1	-1	1	1	-1	1	1	-1	-3	3	1	-3	3	-5	1	5	-1	-1	1	-1	1	1	-3	3	-1	-1	1	-1	-1	1	3	-3	-1	1	1	-1	1
1	-1	1	-1	-1	3	-1	1	-3	3	-3	3	-1	1	1	-3	1	3	-3	-1	-1	-3	5	1	-1	-1	1	-1	-1	1	-1	1	1	3	-1	1	-3	-1	5	-5	-5	7	-1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	3	-1	-1	1	-1	-1	1	-1
-1	-1	3	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	5	-1	-3	-3	3	-7	5	5	-3	1	-1	1	-1	-1	-3	5	1	-1	-1	3	1	1	-1	-3	-7	7	1	-1	1	1	-1	-1	1	-1	-1	1	-1	3	-1	-1	-1	1	1	1	-1	-1	-1	3	1
-1	-1	1	-1	1	1	-1	-1	-1	-1	3	1	-1	-1	-1	-3	7	1	1	-15	3	11	-3	1	-1	1	-1	1	-1	-1	-5	1	1	3	1	3	-1	-1	-7	1	7	-1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	1	1	-1	-3	1	1	3	-5	-9
-1	-1	-1	3	-1	-1	1	1	5	-3	-5	1	1	-1	5	-3	-7	7	1	3	1	-7	1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-3	1	1	5	3	-11	1	3	-1	1	-1	1	-1	-5	1	1	1	1	3	-3	1	5	-5	1	1	1	-11	-11	7
5	1	-3	-3	5	-1	-1	3	-1	-3	3	-1	1	1	-5	7	1	-7	-3	7	7	-7	-1	-1	1	1	-1	-1	1	-1	5	-1	-1	-1	-1	-1	-1	3	9	7	1	-13	-9	3	1	-1	3	-3	3	-3	-1	-3	-1	1	3	3	-1	-3	3	1	-11	-7	13	9
7	7	-5	-5	1	3	1	-3	3	-3	-3	5	3	-1	-7	3	-1	-1	5	-1	-5	7	-3	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-5	3	9	13	-9	-15	1	3	-1	1	1	1	-1	1	-3	-3	1	-1	1	3	1	-13	-3	17	5	-7
-1	9	-5	-5	1	1	-3	5	-1	-5	5	-1	-3	-1	3	-3	1	-1	5	-1	-1	5	-5	-1	1	1	-1	1	1	-3	-1	3	-1	1	-1	1	1	-3	1	-3	-1	1	21	-3	-21	3	3	1	-1	1	1	1	1	-1	-1	3	-1	-1	-7	-7	13	3	-5	-1
-7	1	5	-5	-1	1	1	-3	-3	3	3	-5	1	3	-3	1	1	3	-7	3	3	-3	7	-9	3	-1	1	-1	3	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-3	19	-5	-11	1	-1	1	-1	1	-1	1	1	-1	7	-5	-3	-7	7	5	-3	-1	1
-3	-3	5	-3	1	-1	1	-1	-1	3	-1	-1	3	1	-3	-1	-1	3	-3	-1	3	-3	5	-1	-1	1	-1	1	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	13	-13	1	1	-1	1	-1	-1	1	-1	9	-3	-3	-5	-3	9	-1	-3	1	1
-1	-1	1	1	-1	1	-1	1	-3	3	-3	3	1	-3	1	-1	-1	1	3	-1	-1	7	-9	3	-1	-1	-1	5	-1	-1	-1	-1	3	-3	-1	1	1	-1	-1	3	-1	1	-1	-5	11	-1	-7	3	-1	-1	1	1	-3	7	3	-7	-1	-7	3	7	-3	-1	1	-1
-1	-1	3	-1	-3	1	1	-1	1	-1	1	1	-3	-1	5	-1	1	-5	1	5	-5	-5	3	9	-3	-1	-1	3	-3	-1	3	-1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	3	7	-9	-1	1	1	-1	-1	-1	5	-1	-1	-5	-1	9	-3	-3	3	-1	-1
1	-3	3	1	-1	1	-1	1	1	-3	3	-3	-1	3	-1	-1	1	1	-1	-3	1	1	-1	-1	3	-1	3	-1	-1	1	1	-3	1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	7	-1	-5	1	1	-1	1	1	-5	-5	9	-5	1	3	-3	3	1	-1	1
-1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	-1	1	1	-1	3	-3	-7	5	7	-5	-3	-1	3	5	-1	-7	3	3	-1	-1	1	-1	-1	1	-1	1	-1	1	-1	1	1	-3	9	-5	-11	5	1	3	1	5	-11	-1	7	-3	-1	1	1	1	-1	1	-1
-1	-1	3	-1	-3	1	1	-1	1	1	-3	1	1	1	-1	-1	-1	1	7	-3	-3	-7	5	3	-1	3	1	-7	-1	9	-5	-1	1	-1	3	-1	-1	1	-3	1	1	-1	1	-1	-1	5	-1	-5	-1	-3	-1	1	5	7	3	-9	-7	5	3	1	-1	-1	1	-3
5	1	1	1	-3	1	-1	-1	-1	1	3	-1	-1	-1	1	1	1	-7	1	11	-5	-5	3	-1	1	5	-5	-7	9	1	-3	1	-1	1	-1	-1	-1	1	1	1	-3	1	-1	1	1	-1	5	-1	1	-3	-3	-5	5	11	-5	-13	1	9	1	-1	-3	5	-3	1
3	3	-5	3	-1	-1	3	-1	-1	1	-1	-1	1	1	1	-3	1	3	-7	-1	5	1	-1	1	3	-5	-7	9	5	-7	1	-1	1	-1	1	1	1	-3	1	-1	1	-1	1	-1	1	-1	5	-3	-3	5	-1	-1	1	1	-13	-5	15	3	-1	-5	5	-1	-3	1
-3	-3	1	3	-1	1	-1	-1	-1	1	1	1	-1	-1	1	3	-3	1	1	-1	-3	1	1	-1	1	-3	7	3	-7	-1	-1	3	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	7	-1	-5	3	1	5	-9	-11	1	13	3	-1	-7	3	3	-3	-1	3
-3	-5	9	1	-5	-1	1	-1	-1	3	-1	1	-1	1	-1	3	-1	-3	-1	1	3	-3	1	3	-1	3	-1	-5	1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	3	3	-7	1	3	1	-7	-3	11	-1	-1	-5	1	7	-3	-5	3	-3
1	1	1	1	-1	-1	-1	-1	3	-1	1	-1	1	1	-3	1	1	-1	1	-5	3	5	-1	1	-1	-3	-1	1	1	-1	1	-1	-1	1	-1	-1	3	1	-1	-1	-1	1	-1	1	-1	1	-3	7	-3	-3	3	-1	3	3	-3	-3	-1	-1	7	-1	-7	-1	3	7
